param1,param2,variable,n,generation,gamma_ta,label
div_and_fold,fold_growth,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\phi}$)$",180,NA,0.010349911117383334,Trace
div_and_fold,division_ratio,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{f}$)$",180,NA,-0.015940847288967122,Trace
div_and_fold,added_length,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\Delta}$)$",180,NA,0.0011253991944138078,Trace
div_and_fold,generationtime,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\tau}$)$",180,NA,0.007476673765352091,Trace
div_and_fold,length_birth,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{x_0}$)$",180,NA,-0.015384470498959992,Trace
div_and_fold,length_final,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{x_\tau}$)$",180,NA,-0.007426357332129006,Trace
div_and_fold,growth_rate,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\alpha}$)$",180,NA,0.004683207451668676,Trace
fold_then_div,fold_then_div,$\overline{f_{n+1} e^{\phi_n}}$,180,NA,0.005942343859274208,Trace
fold_then_div,fold_growth,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\phi}$)$",180,NA,0.0036062297123988863,Trace
fold_then_div,division_ratio,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{f}$)$",180,NA,-0.0007960134316294285,Trace
fold_then_div,added_length,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\Delta}$)$",180,NA,0.0024897202705908743,Trace
fold_then_div,generationtime,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\tau}$)$",180,NA,0.0022468757853953388,Trace
fold_then_div,length_birth,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{x_0}$)$",180,NA,-0.0015964259401717756,Trace
fold_then_div,length_final,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{x_\tau}$)$",180,NA,0.0011252102657587494,Trace
fold_then_div,growth_rate,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\alpha}$)$",180,NA,0.002249045757427218,Trace
fold_growth,fold_growth,$\overline{\phi}$,180,NA,0.026194133512076907,Trace
fold_growth,division_ratio,"$($\overline{\phi}$, $\overline{f}$)$",180,NA,-0.047660460844084165,Trace
fold_growth,added_length,"$($\overline{\phi}$, $\overline{\Delta}$)$",180,NA,0.0060499609163881685,Trace
fold_growth,generationtime,"$($\overline{\phi}$, $\overline{\tau}$)$",180,NA,0.015041348768832409,Trace
fold_growth,length_birth,"$($\overline{\phi}$, $\overline{x_0}$)$",180,NA,-0.031778678065232234,Trace
fold_growth,length_final,"$($\overline{\phi}$, $\overline{x_\tau}$)$",180,NA,-0.012363846586234559,Trace
fold_growth,growth_rate,"$($\overline{\phi}$, $\overline{\alpha}$)$",180,NA,0.018054233576882732,Trace
div_then_fold,div_then_fold,$\overline{f_n e^{\phi_{n+1}}}$,180,NA,0.005111427617091923,Trace
div_then_fold,div_and_fold,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_n e^{\phi_{n}}}$)$",180,NA,0.002438338553412466,Trace
div_then_fold,fold_then_div,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_{n+1} e^{\phi_n}}$)$",180,NA,0.0029950279006268135,Trace
div_then_fold,fold_growth,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\phi}$)$",180,NA,0.002417563686638602,Trace
div_then_fold,division_ratio,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f}$)$",180,NA,-0.0002224163024062492,Trace
div_then_fold,added_length,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\Delta}$)$",180,NA,0.0026183414765812763,Trace
div_then_fold,generationtime,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\tau}$)$",180,NA,0.0023801935324444623,Trace
div_then_fold,length_birth,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_0}$)$",180,NA,-0.0009729194933708307,Trace
div_then_fold,length_final,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_\tau}$)$",180,NA,0.0015653884163124533,Trace
div_then_fold,growth_rate,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\alpha}$)$",180,NA,0.00040369238868950315,Trace
div_and_fold,div_and_fold,$\overline{f_n e^{\phi_{n}}}$,180,NA,0.0062331061231497955,Trace
div_and_fold,fold_then_div,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{f_{n+1} e^{\phi_n}}$)$",180,NA,0.002350937812148777,Trace
div_and_fold,fold_growth,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\phi}$)$",180,NA,0.010349911117383334,Trace
div_and_fold,division_ratio,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{f}$)$",180,NA,-0.015940847288967122,Trace
div_and_fold,added_length,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\Delta}$)$",180,NA,0.0011253991944138078,Trace
div_and_fold,generationtime,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\tau}$)$",180,NA,0.007476673765352091,Trace
div_and_fold,length_birth,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{x_0}$)$",180,NA,-0.015384470498959992,Trace
div_and_fold,length_final,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{x_\tau}$)$",180,NA,-0.007426357332129006,Trace
div_and_fold,growth_rate,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\alpha}$)$",180,NA,0.004683207451668676,Trace
fold_then_div,fold_then_div,$\overline{f_{n+1} e^{\phi_n}}$,180,NA,0.005942343859274208,Trace
fold_then_div,fold_growth,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\phi}$)$",180,NA,0.0036062297123988863,Trace
fold_then_div,division_ratio,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{f}$)$",180,NA,-0.0007960134316294285,Trace
fold_then_div,added_length,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\Delta}$)$",180,NA,0.0024897202705908743,Trace
fold_then_div,generationtime,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\tau}$)$",180,NA,0.0022468757853953388,Trace
fold_then_div,length_birth,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{x_0}$)$",180,NA,-0.0015964259401717756,Trace
fold_then_div,length_final,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{x_\tau}$)$",180,NA,0.0011252102657587494,Trace
fold_then_div,growth_rate,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\alpha}$)$",180,NA,0.002249045757427218,Trace
fold_growth,fold_growth,$\overline{\phi}$,180,NA,0.026194133512076907,Trace
fold_growth,division_ratio,"$($\overline{\phi}$, $\overline{f}$)$",180,NA,-0.047660460844084165,Trace
fold_growth,added_length,"$($\overline{\phi}$, $\overline{\Delta}$)$",180,NA,0.0060499609163881685,Trace
fold_growth,generationtime,"$($\overline{\phi}$, $\overline{\tau}$)$",180,NA,0.015041348768832409,Trace
fold_growth,length_birth,"$($\overline{\phi}$, $\overline{x_0}$)$",180,NA,-0.031778678065232234,Trace
fold_growth,length_final,"$($\overline{\phi}$, $\overline{x_\tau}$)$",180,NA,-0.012363846586234559,Trace
fold_growth,growth_rate,"$($\overline{\phi}$, $\overline{\alpha}$)$",180,NA,0.018054233576882732,Trace
division_ratio,division_ratio,$\overline{f}$,180,NA,0.10041259144262009,Trace
division_ratio,added_length,"$($\overline{f}$, $\overline{\Delta}$)$",180,NA,-0.012092475325947009,Trace
division_ratio,generationtime,"$($\overline{f}$, $\overline{\tau}$)$",180,NA,-0.024299866605544198,Trace
division_ratio,length_birth,"$($\overline{f}$, $\overline{x_0}$)$",180,NA,0.05521642985516333,Trace
division_ratio,length_final,"$($\overline{f}$, $\overline{x_\tau}$)$",180,NA,0.020219854608504166,Trace
division_ratio,growth_rate,"$($\overline{f}$, $\overline{\alpha}$)$",180,NA,-0.037977177514276435,Trace
div_then_fold,div_then_fold,$\overline{f_n e^{\phi_{n+1}}}$,180,NA,0.005111427617091923,Trace
div_then_fold,div_and_fold,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_n e^{\phi_{n}}}$)$",180,NA,0.002438338553412466,Trace
div_then_fold,fold_then_div,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_{n+1} e^{\phi_n}}$)$",180,NA,0.0029950279006268135,Trace
div_then_fold,fold_growth,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\phi}$)$",180,NA,0.002417563686638602,Trace
div_then_fold,division_ratio,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f}$)$",180,NA,-0.0002224163024062492,Trace
div_then_fold,added_length,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\Delta}$)$",180,NA,0.0026183414765812763,Trace
div_then_fold,generationtime,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\tau}$)$",180,NA,0.0023801935324444623,Trace
div_then_fold,length_birth,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_0}$)$",180,NA,-0.0009729194933708307,Trace
div_then_fold,length_final,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_\tau}$)$",180,NA,0.0015653884163124533,Trace
div_then_fold,growth_rate,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\alpha}$)$",180,NA,0.00040369238868950315,Trace
div_and_fold,div_and_fold,$\overline{f_n e^{\phi_{n}}}$,180,NA,0.0062331061231497955,Trace
div_and_fold,fold_then_div,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{f_{n+1} e^{\phi_n}}$)$",180,NA,0.002350937812148777,Trace
div_and_fold,fold_growth,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\phi}$)$",180,NA,0.010349911117383334,Trace
div_and_fold,division_ratio,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{f}$)$",180,NA,-0.015940847288967122,Trace
div_and_fold,added_length,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\Delta}$)$",180,NA,0.0011253991944138078,Trace
div_and_fold,generationtime,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\tau}$)$",180,NA,0.007476673765352091,Trace
div_and_fold,length_birth,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{x_0}$)$",180,NA,-0.015384470498959992,Trace
div_and_fold,length_final,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{x_\tau}$)$",180,NA,-0.007426357332129006,Trace
div_and_fold,growth_rate,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\alpha}$)$",180,NA,0.004683207451668676,Trace
fold_then_div,fold_then_div,$\overline{f_{n+1} e^{\phi_n}}$,180,NA,0.005942343859274208,Trace
fold_then_div,fold_growth,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\phi}$)$",180,NA,0.0036062297123988863,Trace
fold_then_div,division_ratio,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{f}$)$",180,NA,-0.0007960134316294285,Trace
fold_then_div,added_length,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\Delta}$)$",180,NA,0.0024897202705908743,Trace
fold_then_div,generationtime,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\tau}$)$",180,NA,0.0022468757853953388,Trace
fold_then_div,length_birth,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{x_0}$)$",180,NA,-0.0015964259401717756,Trace
fold_then_div,length_final,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{x_\tau}$)$",180,NA,0.0011252102657587494,Trace
fold_then_div,growth_rate,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\alpha}$)$",180,NA,0.002249045757427218,Trace
fold_growth,fold_growth,$\overline{\phi}$,180,NA,0.026194133512076907,Trace
fold_growth,division_ratio,"$($\overline{\phi}$, $\overline{f}$)$",180,NA,-0.047660460844084165,Trace
fold_growth,added_length,"$($\overline{\phi}$, $\overline{\Delta}$)$",180,NA,0.0060499609163881685,Trace
fold_growth,generationtime,"$($\overline{\phi}$, $\overline{\tau}$)$",180,NA,0.015041348768832409,Trace
fold_growth,length_birth,"$($\overline{\phi}$, $\overline{x_0}$)$",180,NA,-0.031778678065232234,Trace
fold_growth,length_final,"$($\overline{\phi}$, $\overline{x_\tau}$)$",180,NA,-0.012363846586234559,Trace
fold_growth,growth_rate,"$($\overline{\phi}$, $\overline{\alpha}$)$",180,NA,0.018054233576882732,Trace
division_ratio,division_ratio,$\overline{f}$,180,NA,0.10041259144262009,Trace
division_ratio,added_length,"$($\overline{f}$, $\overline{\Delta}$)$",180,NA,-0.012092475325947009,Trace
division_ratio,generationtime,"$($\overline{f}$, $\overline{\tau}$)$",180,NA,-0.024299866605544198,Trace
division_ratio,length_birth,"$($\overline{f}$, $\overline{x_0}$)$",180,NA,0.05521642985516333,Trace
division_ratio,length_final,"$($\overline{f}$, $\overline{x_\tau}$)$",180,NA,0.020219854608504166,Trace
division_ratio,growth_rate,"$($\overline{f}$, $\overline{\alpha}$)$",180,NA,-0.037977177514276435,Trace
added_length,added_length,$\overline{\Delta}$,180,NA,0.10159424726088631,Trace
added_length,generationtime,"$($\overline{\Delta}$, $\overline{\tau}$)$",180,NA,-0.01033937909719668,Trace
added_length,length_birth,"$($\overline{\Delta}$, $\overline{x_0}$)$",180,NA,0.15345457308926008,Trace
added_length,length_final,"$($\overline{\Delta}$, $\overline{x_\tau}$)$",180,NA,0.16421130111430707,Trace
added_length,growth_rate,"$($\overline{\Delta}$, $\overline{\alpha}$)$",180,NA,0.024355034521798,Trace
div_then_fold,div_then_fold,$\overline{f_n e^{\phi_{n+1}}}$,180,NA,0.005111427617091923,Trace
div_then_fold,div_and_fold,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_n e^{\phi_{n}}}$)$",180,NA,0.002438338553412466,Trace
div_then_fold,fold_then_div,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f_{n+1} e^{\phi_n}}$)$",180,NA,0.0029950279006268135,Trace
div_then_fold,fold_growth,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\phi}$)$",180,NA,0.002417563686638602,Trace
div_then_fold,division_ratio,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{f}$)$",180,NA,-0.0002224163024062492,Trace
div_then_fold,added_length,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\Delta}$)$",180,NA,0.0026183414765812763,Trace
div_then_fold,generationtime,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\tau}$)$",180,NA,0.0023801935324444623,Trace
div_then_fold,length_birth,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_0}$)$",180,NA,-0.0009729194933708307,Trace
div_then_fold,length_final,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{x_\tau}$)$",180,NA,0.0015653884163124533,Trace
div_then_fold,growth_rate,"$($\overline{f_n e^{\phi_{n+1}}}$, $\overline{\alpha}$)$",180,NA,0.00040369238868950315,Trace
div_and_fold,div_and_fold,$\overline{f_n e^{\phi_{n}}}$,180,NA,0.0062331061231497955,Trace
div_and_fold,fold_then_div,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{f_{n+1} e^{\phi_n}}$)$",180,NA,0.002350937812148777,Trace
div_and_fold,fold_growth,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\phi}$)$",180,NA,0.010349911117383334,Trace
div_and_fold,division_ratio,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{f}$)$",180,NA,-0.015940847288967122,Trace
div_and_fold,added_length,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\Delta}$)$",180,NA,0.0011253991944138078,Trace
div_and_fold,generationtime,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\tau}$)$",180,NA,0.007476673765352091,Trace
div_and_fold,length_birth,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{x_0}$)$",180,NA,-0.015384470498959992,Trace
div_and_fold,length_final,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{x_\tau}$)$",180,NA,-0.007426357332129006,Trace
div_and_fold,growth_rate,"$($\overline{f_n e^{\phi_{n}}}$, $\overline{\alpha}$)$",180,NA,0.004683207451668676,Trace
fold_then_div,fold_then_div,$\overline{f_{n+1} e^{\phi_n}}$,180,NA,0.005942343859274208,Trace
fold_then_div,fold_growth,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\phi}$)$",180,NA,0.0036062297123988863,Trace
fold_then_div,division_ratio,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{f}$)$",180,NA,-0.0007960134316294285,Trace
fold_then_div,added_length,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\Delta}$)$",180,NA,0.0024897202705908743,Trace
fold_then_div,generationtime,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\tau}$)$",180,NA,0.0022468757853953388,Trace
fold_then_div,length_birth,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{x_0}$)$",180,NA,-0.0015964259401717756,Trace
fold_then_div,length_final,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{x_\tau}$)$",180,NA,0.0011252102657587494,Trace
fold_then_div,growth_rate,"$($\overline{f_{n+1} e^{\phi_n}}$, $\overline{\alpha}$)$",180,NA,0.002249045757427218,Trace
fold_growth,fold_growth,$\overline{\phi}$,180,NA,0.026194133512076907,Trace
fold_growth,division_ratio,"$($\overline{\phi}$, $\overline{f}$)$",180,NA,-0.047660460844084165,Trace
fold_growth,added_length,"$($\overline{\phi}$, $\overline{\Delta}$)$",180,NA,0.0060499609163881685,Trace
fold_growth,generationtime,"$($\overline{\phi}$, $\overline{\tau}$)$",180,NA,0.015041348768832409,Trace
fold_growth,length_birth,"$($\overline{\phi}$, $\overline{x_0}$)$",180,NA,-0.031778678065232234,Trace
fold_growth,length_final,"$($\overline{\phi}$, $\overline{x_\tau}$)$",180,NA,-0.012363846586234559,Trace
fold_growth,growth_rate,"$($\overline{\phi}$, $\overline{\alpha}$)$",180,NA,0.018054233576882732,Trace
division_ratio,division_ratio,$\overline{f}$,180,NA,0.10041259144262009,Trace
division_ratio,added_length,"$($\overline{f}$, $\overline{\Delta}$)$",180,NA,-0.012092475325947009,Trace
